fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
4,7,,0.103607,0.119592,0.935259,0.93365,0.0419,0.001,62.64
4,8,,0.101856,0.115858,0.939155,0.9385,0.0392,0.001,62.63
4,9,,0.095654,0.164713,0.902614,0.906791,0.0619,0.001,62.64
4,10,,0.09033,0.112599,0.936216,0.935402,0.0408,0.001,62.67
4,11,,0.087066,0.112325,0.93342,0.929546,0.0444,0.001,62.63
4,12,,0.085792,0.123586,0.93289,0.932857,0.0432,0.001,62.64
4,13,,0.080186,0.115686,0.937076,0.936965,0.0405,0.001,62.63
4,14,,0.079037,0.11144,0.938757,0.939069,0.0381,0.001,62.62
4,15,,0.076819,0.105334,0.94222,0.940823,0.0374,0.001,62.64
4,16,,0.07491,0.108094,0.941717,0.939852,0.0374,0.001,62.64
4,17,,0.071461,0.108591,0.936955,0.936954,0.039,0.001,62.63
4,18,,0.069974,0.10045,0.948027,0.945037,0.0345,0.001,62.75
4,19,,0.066415,0.097301,0.945809,0.944744,0.0348,0.001,62.62
4,20,,0.065197,0.115087,0.941267,0.937771,0.0387,0.001,62.62
4,21,,0.067286,0.104059,0.941661,0.941307,0.0369,0.001,62.62
4,22,,0.063824,0.107779,0.942679,0.940667,0.037,0.001,62.58
4,23,,0.058704,0.117495,0.940337,0.939728,0.0377,0.001,62.59
4,24,,0.057642,0.134048,0.928232,0.925836,0.0459,0.001,62.62
4,25,,0.057028,0.112474,0.94516,0.941717,0.0368,0.001,62.62
4,26,,0.055285,0.110485,0.942781,0.940872,0.0366,0.001,62.63
4,27,,0.055089,0.116113,0.939186,0.939835,0.038,0.00075,62.62
4,28,,0.046975,0.102509,0.952662,0.950215,0.0313,0.00075,62.62
4,29,,0.043632,0.124147,0.94093,0.936302,0.0392,0.00075,62.59
4,30,,0.040468,0.103939,0.950547,0.949038,0.0318,0.00075,62.58
5,1,,0.280308,0.256825,0.833884,0.839417,0.1025,0.001,62.54
