fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
2,3,BOABIS,0.207358,0.342085,0.828509,0.85,0.15,0.001,29.66
2,4,BOABIS,0.185445,0.294741,0.888967,0.8905,0.1095,0.001,29.64
2,5,BOABIS,0.176535,0.165944,0.933046,0.937,0.063,0.001,29.64
2,6,BOABIS,0.165491,0.624415,0.635187,0.721,0.279,0.001,29.63
2,7,BOABIS,0.162336,0.196116,0.92303,0.925,0.075,0.001,29.7
2,8,BOABIS,0.1468,0.138565,0.943408,0.946,0.054,0.001,29.62
2,9,BOABIS,0.149155,0.152018,0.939965,0.9425,0.0575,0.001,29.62
2,10,BOABIS,0.137699,0.196661,0.915316,0.917,0.083,0.001,29.63
2,11,BOABIS,0.141671,0.167336,0.927586,0.9315,0.0685,0.001,29.64
2,12,BOABIS,0.136339,0.199658,0.911132,0.918,0.082,0.001,29.61
2,13,BOABIS,0.129604,0.150241,0.935467,0.9375,0.0625,0.001,29.61
2,14,BOABIS,0.129952,0.179105,0.922823,0.928,0.072,0.001,29.62
2,15,BOABIS,0.121186,0.154734,0.92963,0.9335,0.0665,0.001,29.63
2,16,BOABIS,0.11634,0.12991,0.949092,0.9515,0.0485,0.001,29.62
2,17,BOABIS,0.120596,0.289507,0.839819,0.8585,0.1415,0.001,29.6
2,18,BOABIS,0.114911,0.13741,0.945504,0.948,0.052,0.001,29.66
2,19,BOABIS,0.103052,0.130066,0.950096,0.9525,0.0475,0.001,29.62
2,20,BOABIS,0.098597,0.133282,0.94797,0.9505,0.0495,0.001,29.63
2,21,BOABIS,0.089131,0.137362,0.945689,0.9485,0.0515,0.001,29.64
2,22,BOABIS,0.093329,0.156651,0.937826,0.94,0.06,0.001,29.64
2,23,BOABIS,0.09742,0.199281,0.909696,0.9165,0.0835,0.001,29.62
2,24,BOABIS,0.09038,0.154149,0.938766,0.941,0.059,0.001,29.62
2,25,BOABIS,0.083867,0.144856,0.94404,0.947,0.053,0.001,29.63
2,26,BOABIS,0.077135,0.142399,0.943241,0.9455,0.0545,0.001,29.63
2,27,BOABIS,0.073042,0.143197,0.946275,0.9485,0.0515,0.00075,29.66
2,28,BOABIS,0.058825,0.179919,0.932692,0.937,0.063,0.00075,29.64
2,29,BOABIS,0.053814,0.165101,0.943679,0.946,0.054,0.00075,29.63
2,30,BOABIS,0.051272,0.150302,0.947938,0.95,0.05,0.00075,29.67
2,1,BOAFAB,0.225305,0.143574,0.940438,0.958,0.042,0.001,29.61
2,2,BOAFAB,0.092239,0.102502,0.958811,0.971,0.029,0.001,29.62
2,3,BOAFAB,0.07482,0.077004,0.969053,0.9785,0.0215,0.001,29.63
2,4,BOAFAB,0.058765,0.064947,0.970535,0.979,0.021,0.001,29.62
