fold,epoch,class,train_loss,val_loss,val_f1_macro,val_f1_micro,val_hamming_loss,lr,epoch_time_sec
4,29,,0.032504,0.09769,0.950824,0.948148,0.0322,0.00075,29.24
4,30,,0.03181,0.106136,0.950631,0.9502,0.0311,0.00075,29.21
5,1,,0.34337,0.245043,0.840968,0.842136,0.1079,0.001,29.17
5,2,,0.203569,0.180981,0.892898,0.900484,0.0637,0.001,29.21
5,3,,0.155239,0.144512,0.916059,0.920076,0.0508,0.001,29.24
5,4,,0.127257,0.175562,0.898986,0.907204,0.0599,0.001,29.21
5,5,,0.113981,0.116104,0.93354,0.934909,0.0413,0.001,29.22
5,6,,0.107724,0.106528,0.941712,0.940646,0.0382,0.001,29.26
5,7,,0.100642,0.169853,0.88853,0.892134,0.065,0.001,29.24
5,8,,0.094892,0.101314,0.943112,0.941574,0.0363,0.001,29.23
5,9,,0.090108,0.094554,0.947348,0.947816,0.0331,0.001,29.23
5,10,,0.087812,0.17194,0.9005,0.893101,0.0626,0.001,29.21
5,11,,0.083718,0.098656,0.943538,0.943849,0.0351,0.001,29.24
5,12,,0.078263,0.102252,0.941111,0.941176,0.0361,0.001,29.24
5,13,,0.075789,0.104403,0.943402,0.941575,0.0362,0.001,29.23
5,14,,0.076588,0.099487,0.944997,0.945298,0.0342,0.001,29.23
5,15,,0.069809,0.126626,0.931277,0.930703,0.0425,0.001,29.22
5,16,,0.065902,0.109847,0.938631,0.938389,0.0377,0.001,29.23
5,17,,0.067277,0.105826,0.939272,0.940648,0.037,0.001,29.21
5,18,,0.067003,0.093848,0.951503,0.951367,0.0306,0.001,29.24
5,19,,0.060802,0.090112,0.952049,0.952077,0.03,0.001,29.21
5,20,,0.058764,0.097305,0.947503,0.946945,0.033,0.001,29.23
5,21,,0.056147,0.098766,0.947202,0.947047,0.033,0.001,29.21
5,22,,0.053202,0.097172,0.948072,0.948174,0.0325,0.001,29.23
5,23,,0.054048,0.105016,0.94629,0.943268,0.0351,0.001,29.24
5,24,,0.048752,0.098268,0.951225,0.951035,0.0305,0.001,29.24
5,25,,0.046042,0.091076,0.949969,0.948281,0.0322,0.001,29.22
5,26,,0.046195,0.094086,0.953469,0.952411,0.03,0.001,29.23
5,27,,0.040553,0.094484,0.952039,0.95094,0.0308,0.00075,29.21
5,28,,0.034495,0.127718,0.936987,0.937181,0.0394,0.00075,29.24
5,29,,0.033837,0.092956,0.956106,0.955438,0.0279,0.00075,29.22
5,30,,0.033203,0.122708,0.938348,0.935599,0.0398,0.00075,29.22
